Order ID,Order Date,Customer Name,City,Category,Sub Category,Product,Quantity,Unit Price,Sales,Discount,Profit,Payment Mode,Rating
ORD1020,20-01-2025,Customer_76,Delhi,Electronics,Mobile,Smartphone X,3,28170,84510,0,12375,COD,4
ORD1021,15-02-2025,Customer_275,Bangalore,Clothing,Jeans,Blue Jeans,2,1753,3506,0.15,456,Credit Card,4
ORD1022,04-01-2025,Customer_213,Bangalore,Clothing,Jeans,Blue Jeans,1,46184,46184,0.15,6585,Credit Card,3
ORD1023,17-01-2025,Customer_246,Chennai,Electronics,Laptop,Laptop Pro,4,11811,47244,0.2,3472,Credit Card,3
ORD1024,12-02-2025,Customer_197,Bangalore,Furniture,Sofa,Sofa Set,2,21905,43810,0.2,4130,Credit Card,5
ORD1025,18-01-2025,Customer_249,Chennai,Clothing,Jeans,Blue Jeans,4,25381,101524,0.1,10716,Credit Card,1
ORD1026,26-01-2025,Customer_268,Mumbai,Clothing,Shirt,Formal Shirt,1,34312,34312,0,3520,COD,1
ORD1027,26-01-2025,Customer_90,Bangalore,Electronics,Mobile,Smartphone X,5,13376,66880,0,12086,Credit Card,2
ORD1028,25-01-2025,Customer_145,Bangalore,Clothing,Shirt,Formal Shirt,1,24811,24811,0.1,1684,UPI,4
ORD1029,27-02-2025,Customer_100,Chennai,Clothing,Shirt,Casual Shirt,3,27750,83250,0.05,6575,COD,3
ORD1030,10-01-2025,Customer_134,Mumbai,Clothing,Jeans,Blue Jeans,4,37002,148008,0.05,12093,COD,3
ORD1031,09-01-2025,Customer_62,Bangalore,Electronics,Laptop,Laptop Pro,1,14776,14776,0.2,1786,COD,2
ORD1032,19-02-2025,Customer_95,Delhi,Electronics,Laptop,Laptop Pro,3,6068,18204,0.2,3094,Credit Card,4
ORD1033,27-02-2025,Customer_71,Mumbai,Furniture,Sofa,Sofa Set,3,38005,114015,0,16358,UPI,3
ORD1034,05-01-2025,Customer_47,Bangalore,Furniture,Table,Dining Table,1,5223,5223,0,1007,UPI,4
ORD1035,02-01-2025,Customer_97,Delhi,Clothing,Shirt,Casual Shirt,5,49188,245940,0.05,40555,UPI,3
ORD1036,28-01-2025,Customer_237,Kolkata,Clothing,Shirt,Casual Shirt,3,46513,139539,0.15,20727,UPI,5
ORD1037,05-02-2025,Customer_161,Kolkata,Furniture,Sofa,Sofa Set,4,40665,162660,0.15,22750,UPI,3
ORD1038,15-01-2025,Customer_296,Chennai,Clothing,Shirt,Formal Shirt,3,27191,81573,0.1,11506,UPI,4
ORD1039,16-01-2025,Customer_65,Chennai,Clothing,Shirt,Formal Shirt,4,37423,149692,0.2,18535,UPI,5
ORD1040,21-01-2025,Customer_155,Bangalore,Clothing,Shirt,Casual Shirt,3,22541,67623,0.15,3637,UPI,1
ORD1041,02-01-2025,Customer_141,Bangalore,Furniture,Chair,Office Chair,5,10598,52990,0.15,5031,Credit Card,5
ORD1042,02-01-2025,Customer_153,Bangalore,Electronics,Mobile,Smartphone X,5,27690,138450,0.1,8350,COD,4
ORD1043,25-02-2025,Customer_86,Chennai,Electronics,Mobile,Smartphone X,4,47103,188412,0.2,36911,Credit Card,3
ORD1044,19-01-2025,Customer_197,Kolkata,Clothing,Jeans,Blue Jeans,2,9107,18214,0.15,3438,UPI,5
ORD1045,05-02-2025,Customer_190,Delhi,Furniture,Sofa,Sofa Set,2,11893,23786,0.05,2914,COD,4
ORD1046,27-01-2025,Customer_274,Kolkata,Electronics,Laptop,Laptop Pro,3,36332,108996,0.2,6986,UPI,5
ORD1047,28-02-2025,Customer_12,Chennai,Furniture,Table,Dining Table,4,45588,182352,0.1,21189,UPI,5
ORD1048,22-02-2025,Customer_72,Kolkata,Clothing,Shirt,Formal Shirt,1,25210,25210,0.1,3559,UPI,4
ORD1049,10-01-2025,Customer_227,Chennai,Electronics,Mobile,Smartphone X,4,20682,82728,0.1,6365,UPI,1
ORD1050,21-02-2025,Customer_178,Delhi,Clothing,Jeans,Blue Jeans,3,20661,61983,0.2,10725,Credit Card,4
ORD1051,29-01-2025,Customer_118,Kolkata,Electronics,Mobile,Smartphone X,5,39617,198085,0.05,27413,COD,1
ORD1052,02-03-2025,Customer_195,Chennai,Electronics,Mobile,Smartphone X,1,37233,37233,0.15,4094,Credit Card,5
ORD1053,04-01-2025,Customer_95,Bangalore,Clothing,Shirt,Casual Shirt,4,40709,162836,0.15,18706,Credit Card,5
ORD1054,01-03-2025,Customer_268,Delhi,Furniture,Sofa,Sofa Set,2,8260,16520,0.05,2118,UPI,4
ORD1055,06-02-2025,Customer_96,Delhi,Clothing,Shirt,Formal Shirt,1,14915,14915,0.2,1033,UPI,5
ORD1056,14-02-2025,Customer_218,Mumbai,Electronics,Laptop,Laptop Pro,4,45292,181168,0.2,28979,COD,2
ORD1057,21-02-2025,Customer_174,Kolkata,Electronics,Mobile,Smartphone X,2,13671,27342,0.15,4654,UPI,1
ORD1058,20-02-2025,Customer_16,Mumbai,Clothing,Jeans,Blue Jeans,2,666,1332,0,202,COD,4
ORD1059,12-01-2025,Customer_215,Mumbai,Clothing,Jeans,Blue Jeans,4,33618,134472,0,26185,Credit Card,2
ORD1060,17-01-2025,Customer_16,Chennai,Electronics,Laptop,Laptop Pro,3,34943,104829,0.05,12251,COD,1
ORD1061,03-02-2025,Customer_282,Chennai,Clothing,Jeans,Blue Jeans,5,45331,226655,0.15,32436,COD,3
ORD1062,12-02-2025,Customer_158,Chennai,Clothing,Shirt,Casual Shirt,5,4946,24730,0.05,4216,Credit Card,1
ORD1063,13-01-2025,Customer_294,Mumbai,Clothing,Shirt,Casual Shirt,2,32561,65122,0.05,7573,Credit Card,2
ORD1064,18-02-2025,Customer_297,Bangalore,Furniture,Chair,Office Chair,5,18412,92060,0.05,15409,COD,5
ORD1065,27-01-2025,Customer_186,Kolkata,Furniture,Sofa,Sofa Set,1,16753,16753,0,1363,UPI,5
ORD1066,13-01-2025,Customer_223,Mumbai,Electronics,Laptop,Laptop Pro,1,35205,35205,0.05,3755,UPI,3
ORD1067,01-03-2025,Customer_258,Mumbai,Furniture,Table,Dining Table,2,11069,22138,0.05,3230,UPI,3
ORD1068,20-02-2025,Customer_214,Bangalore,Clothing,Shirt,Formal Shirt,5,12285,61425,0.2,5489,Credit Card,2
ORD1069,06-02-2025,Customer_270,Chennai,Clothing,Shirt,Casual Shirt,5,49192,245960,0.05,48341,UPI,5
ORD1070,06-02-2025,Customer_177,Mumbai,Furniture,Chair,Office Chair,3,23851,71553,0.2,10301,COD,2
ORD1071,07-01-2025,Customer_100,Kolkata,Clothing,Shirt,Casual Shirt,3,7199,21597,0.2,2045,UPI,4
ORD1072,12-01-2025,Customer_257,Mumbai,Electronics,Mobile,Smartphone X,4,17727,70908,0.15,3599,COD,4
ORD1073,01-03-2025,Customer_256,Kolkata,Clothing,Shirt,Casual Shirt,4,42662,170648,0,13723,Credit Card,4
ORD1074,31-01-2025,Customer_173,Kolkata,Furniture,Table,Dining Table,2,32795,65590,0,4094,UPI,4
ORD1075,19-01-2025,Customer_7,Bangalore,Furniture,Chair,Office Chair,1,2512,2512,0.2,410,COD,3
ORD1076,28-01-2025,Customer_104,Delhi,Clothing,Shirt,Casual Shirt,5,20506,102530,0.05,17930,Credit Card,2
ORD1077,25-02-2025,Customer_109,Bangalore,Electronics,Mobile,Smartphone X,2,41234,82468,0.15,4873,COD,3
ORD1078,06-01-2025,Customer_176,Kolkata,Clothing,Shirt,Formal Shirt,4,24863,99452,0,9514,Credit Card,2
ORD1079,04-02-2025,Customer_194,Mumbai,Electronics,Tablet,Tablet Z,5,45427,227135,0.15,16906,Credit Card,1
ORD1080,01-02-2025,Customer_287,Bangalore,Electronics,Mobile,Smartphone X,2,35236,70472,0.15,6940,UPI,5
ORD1081,15-02-2025,Customer_215,Bangalore,Clothing,Shirt,Casual Shirt,4,35160,140640,0,9141,UPI,2
ORD1082,05-02-2025,Customer_292,Mumbai,Furniture,Sofa,Sofa Set,5,23336,116680,0,23099,Credit Card,5
ORD1083,04-02-2025,Customer_48,Delhi,Furniture,Chair,Office Chair,1,45585,45585,0,4850,UPI,5
ORD1084,08-02-2025,Customer_105,Chennai,Clothing,Shirt,Casual Shirt,4,9669,38676,0.1,4890,UPI,2
ORD1085,11-02-2025,Customer_90,Bangalore,Furniture,Table,Dining Table,3,3407,10221,0,723,COD,2
ORD1086,19-02-2025,Customer_72,Chennai,Furniture,Chair,Office Chair,2,23872,47744,0.2,4236,Credit Card,1
ORD1087,20-01-2025,Customer_178,Bangalore,Clothing,Shirt,Casual Shirt,4,31878,127512,0.1,17816,UPI,5
ORD1088,01-03-2025,Customer_277,Delhi,Electronics,Tablet,Tablet Z,4,10653,42612,0.05,3426,COD,3
ORD1089,23-01-2025,Customer_202,Bangalore,Electronics,Laptop,Laptop Pro,5,25166,125830,0.05,16557,COD,3
ORD1090,31-01-2025,Customer_203,Delhi,Clothing,Shirt,Casual Shirt,5,39378,196890,0,13201,COD,2
ORD1091,13-01-2025,Customer_185,Mumbai,Electronics,Laptop,Laptop Pro,5,46815,234075,0.2,19987,COD,3
ORD1092,05-01-2025,Customer_279,Bangalore,Furniture,Chair,Office Chair,5,49398,246990,0.15,42073,COD,2
ORD1093,04-02-2025,Customer_214,Chennai,Clothing,Shirt,Formal Shirt,3,18029,54087,0.05,3345,COD,1
ORD1094,24-01-2025,Customer_156,Bangalore,Furniture,Chair,Office Chair,2,39171,78342,0.05,7627,COD,3
ORD1095,23-01-2025,Customer_56,Chennai,Clothing,Shirt,Casual Shirt,3,16298,48894,0,8602,UPI,1
ORD1096,16-02-2025,Customer_274,Chennai,Electronics,Mobile,Smartphone X,1,48367,48367,0.15,7526,UPI,2
ORD1097,17-02-2025,Customer_61,Delhi,Furniture,Sofa,Sofa Set,4,39684,158736,0.15,22889,COD,1
ORD1098,07-02-2025,Customer_69,Kolkata,Clothing,Shirt,Casual Shirt,3,5181,15543,0.2,1734,UPI,3
ORD1099,08-01-2025,Customer_286,Mumbai,Furniture,Table,Dining Table,4,45501,182004,0.15,17097,UPI,3
ORD1100,04-01-2025,Customer_108,Kolkata,Furniture,Chair,Office Chair,1,6375,6375,0,893,COD,1
ORD1101,19-01-2025,Customer_229,Chennai,Clothing,Shirt,Casual Shirt,4,6257,25028,0,2175,COD,5
ORD1102,11-02-2025,Customer_256,Mumbai,Clothing,Jeans,Blue Jeans,1,3688,3688,0,556,UPI,3
ORD1103,17-01-2025,Customer_221,Chennai,Furniture,Chair,Office Chair,2,17650,35300,0.15,3367,COD,5
ORD1104,15-01-2025,Customer_169,Bangalore,Clothing,Jeans,Blue Jeans,4,43686,174744,0.2,24841,Credit Card,5
ORD1105,21-01-2025,Customer_126,Kolkata,Furniture,Table,Dining Table,2,22041,44082,0,6471,UPI,4
ORD1106,11-01-2025,Customer_153,Kolkata,Electronics,Tablet,Tablet Z,3,36657,109971,0.05,11561,COD,2
ORD1107,09-01-2025,Customer_235,Bangalore,Clothing,Shirt,Formal Shirt,4,3607,14428,0.2,974,UPI,4
ORD1108,02-02-2025,Customer_239,Kolkata,Furniture,Sofa,Sofa Set,4,9641,38564,0,5493,UPI,3
ORD1109,28-02-2025,Customer_154,Delhi,Clothing,Shirt,Casual Shirt,1,6744,6744,0.1,1121,COD,3
ORD1110,01-03-2025,Customer_212,Mumbai,Clothing,Jeans,Blue Jeans,1,18453,18453,0.05,1784,UPI,2
ORD1111,28-01-2025,Customer_292,Bangalore,Clothing,Shirt,Formal Shirt,1,14226,14226,0,1888,Credit Card,5
ORD1112,14-02-2025,Customer_196,Bangalore,Electronics,Laptop,Laptop Pro,4,27526,110104,0.05,13758,UPI,2
ORD1113,23-01-2025,Customer_125,Delhi,Clothing,Shirt,Formal Shirt,1,15407,15407,0.2,1421,COD,4
ORD1114,14-01-2025,Customer_161,Chennai,Electronics,Mobile,Smartphone X,1,10450,10450,0.1,1381,Credit Card,2
ORD1115,10-01-2025,Customer_18,Mumbai,Clothing,Jeans,Blue Jeans,5,40445,202225,0.15,13697,COD,5
ORD1116,27-01-2025,Customer_268,Chennai,Furniture,Table,Dining Table,1,16251,16251,0.05,2202,COD,3
ORD1117,14-02-2025,Customer_34,Mumbai,Furniture,Chair,Office Chair,3,27240,81720,0.1,12271,UPI,4
ORD1118,19-01-2025,Customer_125,Chennai,Electronics,Mobile,Smartphone X,4,28096,112384,0,22153,COD,3
ORD1119,13-01-2025,Customer_129,Bangalore,Furniture,Table,Dining Table,2,17112,34224,0,2027,COD,4
ORD1120,09-01-2025,Customer_283,Bangalore,Electronics,Mobile,Smartphone X,5,8191,40955,0.2,6152,Credit Card,4
ORD1121,26-01-2025,Customer_257,Chennai,Furniture,Table,Dining Table,1,35087,35087,0.2,1922,COD,3
ORD1122,15-02-2025,Customer_281,Kolkata,Furniture,Table,Dining Table,1,18366,18366,0,2566,Credit Card,5
ORD1123,30-01-2025,Customer_87,Chennai,Furniture,Table,Dining Table,3,45963,137889,0.05,13479,COD,2
ORD1124,19-01-2025,Customer_117,Delhi,Electronics,Mobile,Smartphone X,4,33248,132992,0.1,11910,UPI,5
ORD1125,24-01-2025,Customer_151,Delhi,Clothing,Shirt,Casual Shirt,5,49556,247780,0.2,28274,Credit Card,5
ORD1126,02-01-2025,Customer_90,Chennai,Electronics,Laptop,Laptop Pro,5,37459,187295,0.15,9720,UPI,3
ORD1127,01-02-2025,Customer_143,Bangalore,Electronics,Tablet,Tablet Z,1,19750,19750,0.1,1475,Credit Card,2
ORD1128,20-02-2025,Customer_151,Mumbai,Furniture,Sofa,Sofa Set,2,42753,85506,0.05,14748,UPI,5
ORD1129,26-01-2025,Customer_220,Kolkata,Electronics,Mobile,Smartphone X,2,1554,3108,0.1,171,UPI,3
ORD1130,09-01-2025,Customer_292,Delhi,Electronics,Laptop,Laptop Pro,5,49930,249650,0,45546,COD,1
ORD1131,09-01-2025,Customer_273,Kolkata,Furniture,Table,Dining Table,1,7313,7313,0.15,878,COD,3
ORD1132,24-02-2025,Customer_250,Delhi,Furniture,Chair,Office Chair,4,42042,168168,0.05,19236,Credit Card,1
ORD1133,12-02-2025,Customer_156,Kolkata,Electronics,Laptop,Laptop Pro,1,44832,44832,0.2,6399,UPI,5
ORD1134,12-01-2025,Customer_106,Chennai,Clothing,Jeans,Blue Jeans,5,39221,196105,0.2,19258,UPI,2
ORD1135,01-02-2025,Customer_200,Chennai,Electronics,Tablet,Tablet Z,5,21873,109365,0,14031,COD,5
ORD1136,16-01-2025,Customer_122,Mumbai,Clothing,Shirt,Formal Shirt,3,44616,133848,0.15,23328,COD,1
ORD1137,16-02-2025,Customer_195,Delhi,Electronics,Laptop,Laptop Pro,3,21989,65967,0.15,5189,Credit Card,1
ORD1138,10-01-2025,Customer_207,Delhi,Electronics,Laptop,Laptop Pro,5,48923,244615,0.2,21126,UPI,1
ORD1139,25-02-2025,Customer_114,Bangalore,Furniture,Sofa,Sofa Set,5,6828,34140,0,5528,UPI,1
ORD1140,11-01-2025,Customer_130,Mumbai,Clothing,Shirt,Formal Shirt,3,38132,114396,0.1,7707,Credit Card,2
ORD1141,17-01-2025,Customer_244,Chennai,Electronics,Tablet,Tablet Z,4,37512,150048,0.05,19396,COD,4
ORD1142,31-01-2025,Customer_37,Chennai,Electronics,Laptop,Laptop Pro,5,42536,212680,0,11515,Credit Card,4
ORD1143,07-02-2025,Customer_77,Bangalore,Furniture,Sofa,Sofa Set,5,45697,228485,0.05,24266,COD,2
ORD1144,06-02-2025,Customer_278,Mumbai,Furniture,Sofa,Sofa Set,2,11594,23188,0.05,3000,UPI,5
ORD1145,08-01-2025,Customer_281,Kolkata,Electronics,Mobile,Smartphone X,3,3504,10512,0.2,1501,COD,4
ORD1146,01-01-2025,Customer_239,Delhi,Electronics,Mobile,Smartphone X,2,21076,42152,0.15,5117,Credit Card,1
ORD1147,01-02-2025,Customer_207,Mumbai,Clothing,Shirt,Casual Shirt,1,19252,19252,0.1,2016,UPI,2
ORD1148,15-02-2025,Customer_253,Kolkata,Electronics,Tablet,Tablet Z,3,9983,29949,0.2,5499,COD,1
ORD1149,19-01-2025,Customer_135,Delhi,Furniture,Sofa,Sofa Set,2,42777,85554,0.05,7896,COD,2
ORD1150,06-01-2025,Customer_173,Bangalore,Furniture,Table,Dining Table,2,43839,87678,0.1,15824,UPI,5
ORD1151,20-02-2025,Customer_17,Kolkata,Furniture,Sofa,Sofa Set,5,17884,89420,0,7778,Credit Card,1
ORD1152,23-01-2025,Customer_168,Kolkata,Clothing,Jeans,Blue Jeans,4,30983,123932,0.1,17559,UPI,2
ORD1153,27-02-2025,Customer_126,Mumbai,Clothing,Shirt,Formal Shirt,2,22932,45864,0.2,6533,Credit Card,1
ORD1154,01-01-2025,Customer_131,Delhi,Clothing,Shirt,Formal Shirt,5,29536,147680,0.05,15358,Credit Card,5
ORD1155,18-02-2025,Customer_18,Bangalore,Electronics,Tablet,Tablet Z,4,40370,161480,0.1,17627,Credit Card,4
ORD1156,01-01-2025,Customer_61,Delhi,Electronics,Laptop,Laptop Pro,4,18044,72176,0.2,6066,UPI,4
ORD1157,03-01-2025,Customer_284,Delhi,Electronics,Mobile,Smartphone X,1,41867,41867,0.2,2374,UPI,2
ORD1158,01-02-2025,Customer_145,Mumbai,Clothing,Shirt,Casual Shirt,2,34002,68004,0,8569,Credit Card,1
ORD1159,27-02-2025,Customer_210,Mumbai,Electronics,Tablet,Tablet Z,4,27051,108204,0.1,17800,UPI,2
ORD1160,11-02-2025,Customer_17,Bangalore,Clothing,Shirt,Casual Shirt,4,4633,18532,0.1,1891,COD,4
ORD1161,23-01-2025,Customer_228,Delhi,Clothing,Shirt,Casual Shirt,2,37472,74944,0,14080,Credit Card,3
ORD1162,14-02-2025,Customer_271,Bangalore,Clothing,Shirt,Casual Shirt,1,32637,32637,0.05,2771,Credit Card,2
ORD1163,10-01-2025,Customer_59,Bangalore,Clothing,Shirt,Casual Shirt,5,37542,187710,0.2,19520,COD,4
ORD1164,06-01-2025,Customer_235,Delhi,Clothing,Shirt,Formal Shirt,2,5809,11618,0,685,UPI,5
ORD1165,05-01-2025,Customer_191,Mumbai,Clothing,Jeans,Blue Jeans,5,15102,75510,0.15,14450,UPI,1
ORD1166,26-02-2025,Customer_2,Delhi,Electronics,Tablet,Tablet Z,1,32591,32591,0,3857,UPI,5
ORD1167,26-01-2025,Customer_230,Bangalore,Electronics,Laptop,Laptop Pro,5,48960,244800,0.15,36836,UPI,3
ORD1168,08-01-2025,Customer_254,Kolkata,Clothing,Shirt,Casual Shirt,2,23165,46330,0.15,5015,Credit Card,1
ORD1169,22-01-2025,Customer_23,Kolkata,Electronics,Tablet,Tablet Z,3,26179,78537,0,15463,COD,2
ORD1170,23-01-2025,Customer_79,Kolkata,Furniture,Sofa,Sofa Set,4,20979,83916,0.2,14936,COD,4
ORD1171,26-02-2025,Customer_268,Mumbai,Clothing,Shirt,Formal Shirt,3,20739,62217,0.05,5712,UPI,5
ORD1172,14-01-2025,Customer_297,Kolkata,Electronics,Mobile,Smartphone X,3,21565,64695,0.2,12368,UPI,1
ORD1173,12-02-2025,Customer_221,Chennai,Clothing,Shirt,Casual Shirt,2,45207,90414,0.05,14026,Credit Card,4
ORD1174,03-01-2025,Customer_276,Mumbai,Clothing,Shirt,Formal Shirt,1,16203,16203,0.05,1824,Credit Card,3
ORD1175,01-03-2025,Customer_102,Chennai,Electronics,Tablet,Tablet Z,4,33023,132092,0.1,7189,Credit Card,3
ORD1176,07-02-2025,Customer_289,Mumbai,Electronics,Tablet,Tablet Z,5,33847,169235,0.15,9847,COD,5
ORD1177,12-02-2025,Customer_38,Chennai,Clothing,Shirt,Formal Shirt,2,47455,94910,0,13174,UPI,1
ORD1178,13-02-2025,Customer_41,Chennai,Furniture,Sofa,Sofa Set,3,12488,37464,0.1,6253,UPI,3
ORD1179,01-03-2025,Customer_176,Kolkata,Furniture,Sofa,Sofa Set,1,33668,33668,0.2,1845,UPI,2
ORD1180,21-02-2025,Customer_283,Mumbai,Clothing,Jeans,Blue Jeans,1,24936,24936,0.2,1675,Credit Card,2
ORD1181,15-02-2025,Customer_160,Delhi,Electronics,Mobile,Smartphone X,4,46108,184432,0.2,30069,Credit Card,4
ORD1182,10-01-2025,Customer_270,Mumbai,Furniture,Table,Dining Table,2,39163,78326,0.05,8357,Credit Card,5
ORD1183,13-01-2025,Customer_212,Chennai,Electronics,Tablet,Tablet Z,1,18062,18062,0,1620,COD,1
ORD1184,26-02-2025,Customer_78,Bangalore,Furniture,Sofa,Sofa Set,5,48027,240135,0,31119,Credit Card,4
ORD1185,17-01-2025,Customer_10,Chennai,Clothing,Shirt,Casual Shirt,4,24518,98072,0.05,18254,COD,1
ORD1186,14-01-2025,Customer_84,Mumbai,Furniture,Sofa,Sofa Set,1,44303,44303,0.2,3130,COD,3
ORD1187,23-02-2025,Customer_238,Delhi,Clothing,Shirt,Formal Shirt,5,20444,102220,0,17619,Credit Card,4
ORD1188,22-02-2025,Customer_162,Kolkata,Clothing,Jeans,Blue Jeans,1,9800,9800,0.05,598,COD,5
ORD1189,27-02-2025,Customer_295,Mumbai,Clothing,Jeans,Blue Jeans,3,6218,18654,0.05,2935,COD,5
ORD1190,19-02-2025,Customer_83,Bangalore,Clothing,Jeans,Blue Jeans,1,23823,23823,0.2,1511,COD,4
ORD1191,18-01-2025,Customer_250,Chennai,Furniture,Chair,Office Chair,4,37968,151872,0,11259,Credit Card,4
ORD1192,20-01-2025,Customer_97,Bangalore,Clothing,Jeans,Blue Jeans,2,47523,95046,0.1,6948,Credit Card,1
ORD1193,20-01-2025,Customer_22,Mumbai,Furniture,Table,Dining Table,5,26753,133765,0.05,11124,Credit Card,1
ORD1194,03-02-2025,Customer_89,Chennai,Electronics,Laptop,Laptop Pro,1,12998,12998,0.2,920,UPI,2
ORD1195,11-02-2025,Customer_131,Delhi,Clothing,Shirt,Formal Shirt,3,10286,30858,0.2,4220,Credit Card,1
ORD1196,02-02-2025,Customer_246,Bangalore,Furniture,Table,Dining Table,3,49410,148230,0.15,24016,Credit Card,4
ORD1197,16-01-2025,Customer_243,Chennai,Clothing,Shirt,Casual Shirt,5,5379,26895,0,1837,Credit Card,1
ORD1198,09-02-2025,Customer_71,Chennai,Clothing,Shirt,Formal Shirt,4,29200,116800,0.1,7926,UPI,1
ORD1199,03-02-2025,Customer_113,Chennai,Furniture,Sofa,Sofa Set,1,3612,3612,0.1,571,Credit Card,4
ORD1200,17-01-2025,Customer_158,Bangalore,Electronics,Mobile,Smartphone X,2,22712,45424,0.15,5081,Credit Card,4
ORD1201,30-01-2025,Customer_294,Bangalore,Furniture,Chair,Office Chair,2,29666,59332,0.15,5779,UPI,4
ORD1202,05-01-2025,Customer_41,Delhi,Clothing,Shirt,Casual Shirt,1,19462,19462,0.2,3386,COD,3
ORD1203,04-01-2025,Customer_36,Bangalore,Furniture,Chair,Office Chair,1,24097,24097,0.1,4049,Credit Card,1
ORD1204,23-02-2025,Customer_281,Mumbai,Electronics,Laptop,Laptop Pro,2,10407,20814,0,3373,COD,5
ORD1205,01-03-2025,Customer_92,Kolkata,Furniture,Table,Dining Table,3,31565,94695,0.15,16726,Credit Card,5
ORD1206,26-02-2025,Customer_93,Kolkata,Clothing,Shirt,Formal Shirt,3,32907,98721,0.05,14364,Credit Card,3
ORD1207,29-01-2025,Customer_246,Kolkata,Clothing,Shirt,Formal Shirt,5,45073,225365,0.05,27329,UPI,4
ORD1208,20-02-2025,Customer_170,Kolkata,Clothing,Shirt,Casual Shirt,3,1577,4731,0.1,631,UPI,5
ORD1209,08-01-2025,Customer_271,Kolkata,Clothing,Shirt,Casual Shirt,5,18464,92320,0.2,5407,COD,4
ORD1210,07-01-2025,Customer_265,Bangalore,Clothing,Jeans,Blue Jeans,2,31335,62670,0,5428,Credit Card,3
ORD1211,18-01-2025,Customer_263,Mumbai,Electronics,Laptop,Laptop Pro,1,30500,30500,0.05,5489,Credit Card,1
ORD1212,08-01-2025,Customer_205,Chennai,Furniture,Chair,Office Chair,2,7311,14622,0,1895,Credit Card,5
ORD1213,26-01-2025,Customer_69,Mumbai,Furniture,Table,Dining Table,3,32576,97728,0,15092,COD,5
ORD1214,14-01-2025,Customer_227,Bangalore,Electronics,Tablet,Tablet Z,2,5601,11202,0,1344,Credit Card,1
ORD1215,12-01-2025,Customer_221,Mumbai,Clothing,Shirt,Casual Shirt,4,28321,113284,0,6198,COD,4
ORD1216,02-02-2025,Customer_138,Mumbai,Clothing,Shirt,Casual Shirt,1,2307,2307,0.15,312,Credit Card,5
ORD1217,23-01-2025,Customer_215,Chennai,Furniture,Chair,Office Chair,2,21110,42220,0,6893,UPI,5
ORD1218,13-01-2025,Customer_79,Chennai,Electronics,Laptop,Laptop Pro,1,16527,16527,0.1,2249,Credit Card,1
ORD1219,20-01-2025,Customer_40,Chennai,Electronics,Tablet,Tablet Z,1,769,769,0.15,102,Credit Card,1
ORD1220,08-01-2025,Customer_299,Bangalore,Clothing,Jeans,Blue Jeans,3,21631,64893,0.1,7857,Credit Card,4
ORD1221,16-02-2025,Customer_245,Bangalore,Furniture,Table,Dining Table,1,28993,28993,0.1,4886,UPI,3
